trialID,pID,imageID,imgW,imgH,zoom,imageZoom,relativeTimestamp,taskCompletionTime,experience,imageName,cancerType,diagnosis,groundTruth,distanceToGroundtruth,groundTruthSubType,groundTruthSize,maskOverlappingWithMask,magnification,error,search,recognition,decision
40,P1,C51,97792,221696,38.444,0.2497,25063,25.063,2,test_040.tif,Lymph,Malignant,1,0,IDC,Macro,0.45,20,NA,11,22,3
54,P10,C25,118784,82432,3.305,0.059,47659,47.659,1,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,search,133,0,0
34,P11,C25,118784,82432,4.957,0.0884,53436,53.436,3,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,,40,decision,150,7,0
53,P2,C25,118784,82432,11.073,0.1975,72406,72.406,1,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,decision,149,23,1
35,P3,C25,118784,82432,56.057,1,141359,141.359,3,test_084.tif,Lymph,Atypical,1,-1,Tubular,Micro,0.54,40,decision,220,123,4
34,P4,C25,118784,82432,11.154,0.199,74757,74.757,2,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,recognition,205,2,0
57,P5,C25,118784,82432,3.305,0.059,52664,52.664,1,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,search,155,0,0
49,P6,C25,118784,82432,4.957,0.0884,24482,24.482,3,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,search,48,0,0
1,P7,C25,118784,82432,0.979,0.0175,61161,61.161,4,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,search,51,0,0
30,P8,C25,118784,82432,0.979,0.0175,18443,18.443,4,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,0,40,search,50,0,0
18,P9,C25,118784,82432,4.957,0.0884,75313,75.313,2,test_084.tif,Lymph,Benign,1,-1,Tubular,Micro,,40,decision,195,30,0
47,P1,C52,97792,221184,17.085,0.1112,24481,24.481,2,test_043.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,56,0,0
30,P10,C26,97792,220672,7.595,0.0496,53180,53.18,1,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,143,0,0
26,P11,C26,97792,220672,20.183,0.1317,104146,104.146,3,test_085.tif,Lymph,Benign,0,0,IDC,None,,20,NA,288,0,0
46,P2,C26,97792,220672,2.658,0.0173,48805,48.805,1,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,75,0,0
37,P3,C26,97792,220672,2.658,0.0173,56152,56.152,3,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,144,0,0
28,P4,C26,97792,220672,25.632,0.1672,109704,109.704,2,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,283,0,0
33,P5,C26,97792,220672,5.063,0.033,29532,29.532,1,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,56,0,0
37,P6,C26,97792,220672,2.25,0.0147,25997,25.997,3,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,58,0,0
57,P7,C26,97792,220672,1,0.0065,54050,54.05,4,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,32,0,0
25,P8,C26,97792,220672,3.375,0.022,12524,12.524,4,test_085.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,28,0,0
40,P9,C26,97792,220672,1,0.0065,40595,40.595,2,test_085.tif,Lymph,Benign,0,0,IDC,None,,20,NA,96,0,0
20,P1,C8,97792,221184,11.39,0.0742,27822,27.822,2,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,64,0,0
39,P10,C27,126976,103936,11.837,0.1975,137516,137.516,1,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.57,40,NA,326,63,4
35,P11,C27,126976,103936,9.457,0.1578,42662,42.662,3,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,,40,NA,96,7,0
23,P2,C27,126976,103936,0.83,0.0139,79645,79.645,1,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.38,40,NA,167,26,2
13,P3,C27,126976,103936,0.83,0.0139,61723,61.723,3,test_092.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,recognition,158,1,0
35,P4,C27,126976,103936,9.457,0.1578,56933,56.933,2,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.58,40,NA,136,9,3
20,P5,C27,126976,103936,4.203,0.0701,39525,39.525,1,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.69,40,NA,63,18,1
27,P6,C27,126976,103936,1.868,0.0312,17621,17.621,3,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.46,40,NA,31,5,0
51,P7,C27,126976,103936,4.203,0.0701,63310,63.31,4,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.75,40,NA,43,11,0
24,P8,C27,126976,103936,14.185,0.2367,17771,17.771,4,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,0.43,40,NA,22,13,1
47,P9,C27,126976,103936,2.802,0.0468,55514,55.514,2,test_092.tif,Lymph,Malignant,1,0,IDC,Micro,,40,NA,155,15,0
60,P1,C9,98304,82432,4.103,0.0884,22237,22.237,2,test_048.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,52,0,0
21,P10,C28,110592,57344,1,0.0192,83840,83.84,1,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,220,0,0
59,P11,C28,110592,57344,11.391,0.2183,77178,77.178,3,test_095.tif,Lymph,Benign,0,0,IDC,None,,40,NA,217,0,0
27,P2,C28,110592,57344,1,0.0192,92178,92.178,1,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,211,0,0
55,P3,C28,110592,57344,7.594,0.1455,34286,34.286,3,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,86,0,0
32,P4,C28,110592,57344,5.063,0.097,74868,74.868,2,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,202,0,0
23,P5,C28,110592,57344,2.25,0.0431,37256,37.256,1,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,89,0,0
16,P6,C28,110592,57344,3.375,0.0647,23879,23.879,3,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,55,0,0
15,P7,C28,110592,57344,1,0.0192,56332,56.332,4,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,38,0,0
7,P8,C28,110592,57344,1.5,0.0287,29856,29.856,4,test_095.tif,Lymph,Benign,0,0,IDC,None,-1,40,NA,84,0,0
17,P9,C28,110592,57344,38.443,0.7366,61544,61.544,2,test_095.tif,Lymph,Benign,0,0,IDC,None,,40,NA,150,0,0
26,P1,C10,96768,211968,38.439,0.2612,68841,68.841,2,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.15,20,NA,87,87,5
40,P10,C29,97280,189952,7.593,0.0576,86599,86.599,1,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,269,0,0
3,P11,C29,97280,189952,2.25,0.0171,78286,78.286,3,test_097.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,220,3,1
60,P2,C29,97280,189952,11.389,0.0864,45110,45.11,1,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,93,0,0
12,P3,C29,97280,189952,11.389,0.0864,56348,56.348,3,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,155,0,0
11,P4,C29,97280,189952,1,0.0076,147997,147.997,2,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,410,0,0
50,P5,C29,97280,189952,1.5,0.0114,32235,32.235,1,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,91,0,0
6,P6,C29,97280,189952,5.062,0.0384,62021,62.021,3,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,103,0,0
56,P7,C29,97280,189952,11.389,0.0864,52541,52.541,4,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,52,0,0
47,P8,C29,97280,189952,2.25,0.0171,18652,18.652,4,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,47,0,0
29,P9,C29,97280,189952,1,0.0076,62648,62.648,2,test_097.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,157,0,0
16,P1,C11,97792,219648,11.39,0.0747,30654,30.654,2,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,76,0,0
33,P10,C3,86528,207360,38.439,0.267,78711,78.711,1,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,207,0,0
37,P11,C3,86528,207360,5.062,0.0352,68740,68.74,3,test_010.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,177,7,0
41,P2,C3,86528,207360,2.25,0.0156,55587,55.587,1,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,112,0,0
2,P3,C3,86528,207360,129.73,0.901,60850,60.85,3,test_010.tif,Lymph,Malignant,1,0,IDC,Micro,0.3,20,NA,94,29,2
39,P4,C3,86528,207360,57.658,0.4005,96673,96.673,2,test_010.tif,Lymph,Malignant,1,0,IDC,Micro,0.48,20,NA,243,9,0
31,P5,C3,86528,207360,17.084,0.1187,59170,59.17,1,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,161,0,0
39,P6,C3,86528,207360,17.084,0.1187,20473,20.473,3,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,39,0,0
35,P7,C3,86528,207360,5.062,0.0352,63079,63.079,4,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,54,0,0
27,P8,C3,86528,207360,2.25,0.0156,11647,11.647,4,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,22,0,0
48,P9,C3,86528,207360,1,0.0069,30375,30.375,2,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,61,0,0
50,P1,C12,97792,218624,11.391,0.075,36593,36.593,2,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,95,0,0
28,P10,C30,98304,86016,2.621,0.0565,90943,90.943,1,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,261,0,0
58,P11,C30,98304,86016,8.846,0.1907,105507,105.507,3,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,311,0,0
32,P2,C30,98304,86016,0.777,0.0167,48984,48.984,1,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,98,0,0
21,P3,C30,98304,86016,0.777,0.0167,57957,57.957,3,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,149,0,0
14,P4,C30,98304,86016,8.846,0.1907,115127,115.127,2,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,311,0,0
49,P5,C30,98304,86016,1.165,0.0251,17180,17.18,1,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,35,0,0
18,P6,C30,98304,86016,5.898,0.1271,44474,44.474,3,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,101,0,0
26,P7,C30,98304,86016,0.777,0.0167,91535,91.535,4,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,38,0,0
11,P8,C30,98304,86016,0.777,0.0167,30184,30.184,4,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,74,0,0
1,P9,C30,98304,86016,3.932,0.0848,112503,112.503,2,test_099.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,320,0,0
8,P1,C13,97792,217088,7.595,0.0504,34483,34.483,2,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,79,0,0
24,P10,C31,192512,111104,26.919,0.2963,56473,56.473,1,test_102.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.32,40,NA,101,42,5
23,P11,C31,192512,111104,25.629,0.2821,60947,60.947,3,test_102.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,,40,NA,123,23,1
35,P2,C31,192512,111104,1,0.011,42821,42.821,1,test_102.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,decision,76,18,0
46,P3,C31,192512,111104,25.629,0.2821,43974,43.974,3,test_102.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.33,40,NA,56,43,2
18,P4,C31,192512,111104,17.086,0.1881,46283,46.283,2,test_102.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.15,40,NA,109,5,0
26,P5,C31,192512,111104,17.086,0.1881,28740,28.74,1,test_102.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.15,40,NA,24,7,0
29,P6,C31,192512,111104,7.594,0.0836,16457,16.457,3,test_102.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,28,0,0
32,P7,C31,192512,111104,11.964,0.1317,61841,61.841,4,test_102.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.25,40,NA,36,13,0
9,P8,C31,192512,111104,11.391,0.1254,17909,17.909,4,test_102.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,38,0,0
56,P9,C31,192512,111104,1,0.011,25214,25.214,2,test_102.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,61,0,0
32,P1,C14,97792,221184,11.39,0.0742,40766,40.766,2,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,90,0,0
18,P10,C32,96768,210432,1.5,0.0103,144437,144.437,1,test_104.tif,Lymph,Benign,1,-1,IDC,Macro,0,20,decision,411,22,2
45,P11,C32,96768,210432,17.086,0.1169,51355,51.355,3,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,,20,NA,129,11,2
25,P2,C32,96768,210432,64.948,0.4444,91389,91.389,1,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,0.38,20,NA,128,44,0
31,P3,C32,96768,210432,3.375,0.0231,40176,40.176,3,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,0.2,20,NA,46,31,1
26,P4,C32,96768,210432,25.629,0.1754,24603,24.603,2,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,0.32,20,NA,37,14,2
28,P5,C32,96768,210432,17.086,0.1169,26925,26.925,1,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,0.28,20,NA,41,9,1
21,P6,C32,96768,210432,3.375,0.0231,39720,39.72,3,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,0.52,20,NA,51,15,3
17,P7,C32,96768,210432,1,0.0068,45747,45.747,4,test_104.tif,Lymph,Benign,1,-1,IDC,Macro,0,20,search,6,0,0
19,P8,C32,96768,210432,25.629,0.1754,15606,15.606,4,test_104.tif,Lymph,Malignant,1,0,IDC,Macro,0.35,20,NA,14,17,1
2,P9,C32,96768,210432,25.629,0.1754,63316,63.316,2,test_104.tif,Lymph,Neoplastic,1,-1,IDC,Macro,,20,decision,99,33,2
30,P1,C53,94208,100352,5.061,0.0726,28845,28.845,2,test_058.tif,Lymph,Benign,0,0,Tubulo-lobular,None,-1,40,NA,82,0,0
1,P10,C33,126976,93184,0.926,0.0155,70741,70.741,1,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.83,40,NA,51,111,2
51,P11,C33,126976,93184,0.926,0.0155,9700,9.7,3,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,1,9,1
38,P2,C33,126976,93184,0.926,0.0155,31891,31.891,1,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.49,40,NA,6,35,1
32,P3,C33,126976,93184,0.926,0.0155,23168,23.168,3,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.79,40,NA,1,21,0
4,P4,C33,126976,93184,0.926,0.0155,59290,59.29,2,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.03,40,NA,13,77,6
44,P5,C33,126976,93184,0.926,0.0155,55680,55.68,1,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.7,40,NA,10,67,8
30,P6,C33,126976,93184,0.926,0.0155,10123,10.123,3,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.76,40,NA,3,14,1
42,P7,C33,126976,93184,0.926,0.0155,36602,36.602,4,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.83,40,NA,8,44,1
34,P8,C33,126976,93184,0.926,0.0155,9637,9.637,4,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,0.71,40,NA,1,11,0
51,P9,C33,126976,93184,0.926,0.0155,22537,22.537,2,test_105.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,19,29,1
45,P1,C15,97792,212992,38.443,0.2599,22562,22.562,2,test_064.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,38,0,0
49,P10,C34,97792,221184,13.484,0.0878,48762,48.762,1,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.12,20,NA,46,95,3
57,P11,C34,97792,221184,25.627,0.1669,17528,17.528,3,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,4,5,1
36,P2,C34,97792,221184,1,0.0065,36524,36.524,1,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.45,20,NA,25,27,2
16,P3,C34,97792,221184,57.66,0.3754,24576,24.576,3,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.58,20,NA,13,24,2
7,P4,C34,97792,221184,25.627,0.1669,38081,38.081,2,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.72,20,NA,13,5,0
24,P5,C34,97792,221184,2.25,0.0146,25492,25.492,1,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.41,20,NA,22,15,0
9,P6,C34,97792,221184,25.627,0.1669,24849,24.849,3,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.8,20,NA,12,6,5
49,P7,C34,97792,221184,8.989,0.0585,31863,31.863,4,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.7,20,NA,18,6,0
15,P8,C34,97792,221184,38.44,0.2503,13100,13.1,4,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,0.56,20,NA,9,10,0
46,P9,C34,97792,221184,7.593,0.0494,17195,17.195,2,test_108.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,17,17,0
10,P1,C16,77824,53760,25.212,0.6865,66998,66.998,2,test_065.tif,Lymph,Malignant,1,0,IDC,Micro,0.66,20,NA,115,57,1
32,P10,C35,131072,107520,12.218,0.1975,113378,113.378,1,test_113.tif,Lymph,Neoplastic,1,-1,ILC,Macro,0.67,40,decision,44,216,15
42,P11,C35,131072,107520,0.828,0.0134,15246,15.246,3,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,,40,NA,5,11,1
49,P2,C35,131072,107520,27.491,0.4444,50536,50.536,1,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.56,40,NA,6,57,6
43,P3,C35,131072,107520,9.436,0.1526,14954,14.954,3,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.53,40,NA,6,19,2
8,P4,C35,131072,107520,14.154,0.2288,34822,34.822,2,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.11,40,NA,12,42,4
3,P5,C35,131072,107520,9.436,0.1526,56791,56.791,1,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.59,40,NA,7,56,0
53,P6,C35,131072,107520,0.828,0.0134,9631,9.631,3,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.51,40,NA,5,10,0
5,P7,C35,131072,107520,0.828,0.0134,26079,26.079,4,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.6,40,NA,0,0,0
12,P8,C35,131072,107520,1.243,0.0201,13440,13.44,4,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.5,40,NA,8,15,0
59,P9,C35,131072,107520,0.828,0.0134,20346,20.346,2,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,,40,NA,11,18,2
6,P1,C17,155648,86016,7.594,0.1034,32743,32.743,2,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,76,0,0
51,P10,C36,97792,221184,38.44,0.2503,35941,35.941,1,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,83,0,0
18,P11,C36,97792,221184,2.25,0.0146,51333,51.333,3,test_115.tif,Lymph,Benign,0,0,IDC,None,,20,NA,125,0,0
4,P2,C36,97792,221184,2.663,0.0173,96242,96.242,1,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,244,0,0
29,P3,C36,97792,221184,17.085,0.1112,20997,20.997,3,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,38,0,0
44,P4,C36,97792,221184,25.627,0.1669,33927,33.927,2,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,89,0,0
18,P5,C36,97792,221184,17.085,0.1112,23487,23.487,1,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,28,0,0
17,P6,C36,97792,221184,2.25,0.0146,16127,16.127,3,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,28,0,0
22,P7,C36,97792,221184,2.25,0.0146,48818,48.818,4,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,39,0,0
10,P8,C36,97792,221184,5.062,0.033,16448,16.448,4,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,31,0,0
45,P9,C36,97792,221184,1.5,0.0098,21666,21.666,2,test_115.tif,Lymph,Benign,0,0,IDC,None,,20,NA,33,0,0
15,P1,C18,97792,221184,5.062,0.033,56423,56.423,2,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.59,20,NA,99,36,7
43,P10,C37,87552,71168,2.822,0.0683,62576,62.576,1,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,156,0,0
19,P11,C37,87552,71168,12.242,0.2963,82630,82.63,3,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,224,0,0
54,P2,C37,87552,71168,0.836,0.0202,71173,71.173,1,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,161,0,0
36,P3,C37,87552,71168,3.627,0.0878,101639,101.639,3,test_116.tif,Lymph,Atypical,1,-1,Ductulolobular,Micro,0.14,40,decision,212,26,1
56,P4,C37,87552,71168,9.523,0.2305,65537,65.537,2,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,177,0,0
48,P5,C37,87552,71168,2.822,0.0683,25332,25.332,1,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,51,0,0
51,P6,C37,87552,71168,4.232,0.1024,20574,20.574,3,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,46,0,0
45,P7,C37,87552,71168,1.881,0.0455,37768,37.768,4,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,46,0,0
32,P8,C37,87552,71168,0.836,0.0202,16202,16.202,4,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,38,0,0
54,P9,C37,87552,71168,0.836,0.0202,28826,28.826,2,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,61,0,0
17,P1,C54,212992,103936,2.25,0.0224,39044,39.044,2,test_069.tif,Lymph,Malignant,1,0,IDC,Micro,0.25,40,NA,83,16,0
2,P10,C38,97792,218112,3.94,0.026,85833,85.833,1,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,209,0,0
30,P11,C38,97792,218112,29.919,0.1975,70326,70.326,3,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,,20,NA,187,0,0
34,P2,C38,97792,218112,13.297,0.0878,55600,55.6,1,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,129,0,0
17,P3,C38,97792,218112,25.629,0.1692,54674,54.674,3,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,103,0,0
55,P4,C38,97792,218112,100.976,0.6667,159184,159.184,2,test_118.tif,Lymph,Atypical,0,0,Intracystic papillary carcinoma and LCIS,None,0,20,NA,441,0,0
58,P5,C38,97792,218112,25.629,0.1692,29721,29.721,1,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,63,0,0
2,P6,C38,97792,218112,38.443,0.2538,54469,54.469,3,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,121,0,0
28,P7,C38,97792,218112,2.25,0.0149,109654,109.654,4,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,71,0,0
1,P8,C38,97792,218112,11.39,0.0752,38989,38.989,4,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,68,0,0
6,P9,C38,97792,218112,17.086,0.1128,99060,99.06,2,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,,20,NA,193,0,0
41,P1,C55,155648,96768,11.391,0.1551,18856,18.856,2,test_071.tif,Lymph,Malignant,1,0,IDC,Macro,0.36,40,NA,3,21,3
38,P10,C39,97792,221184,38.44,0.2503,44399,44.399,1,test_121.tif,Lymph,Benign,1,-1,ILC,Macro,0,20,recognition,131,2,0
7,P11,C39,97792,221184,11.39,0.0742,147386,147.386,3,test_121.tif,Lymph,Neoplastic,1,-1,ILC,Macro,,20,decision,304,59,0
12,P2,C39,97792,221184,13.484,0.0878,49557,49.557,1,test_121.tif,Lymph,Malignant,1,0,ILC,Macro,0.38,20,NA,52,35,1
59,P3,C39,97792,221184,17.085,0.1112,39184,39.184,3,test_121.tif,Lymph,Malignant,1,0,ILC,Macro,0.48,20,NA,63,27,1
49,P4,C39,97792,221184,57.66,0.3754,31660,31.66,2,test_121.tif,Lymph,Malignant,1,0,ILC,Macro,0.21,20,NA,39,34,1
4,P5,C39,97792,221184,45.507,0.2963,114813,114.813,1,test_121.tif,Lymph,Benign,1,-1,ILC,Macro,0,20,search,290,0,0
4,P6,C39,97792,221184,17.085,0.1112,46754,46.754,3,test_121.tif,Lymph,Malignant,1,0,ILC,Macro,0.43,20,NA,41,20,3
10,P7,C39,97792,221184,3.375,0.022,82881,82.881,4,test_121.tif,Lymph,Malignant,1,0,ILC,Macro,0.32,20,NA,7,7,0
52,P8,C39,97792,221184,3.375,0.022,22977,22.977,4,test_121.tif,Lymph,Benign,1,-1,ILC,Macro,0,20,recognition,57,1,0
16,P9,C39,97792,221184,13.484,0.0878,55913,55.913,2,test_121.tif,Lymph,Neoplastic,1,-1,ILC,Macro,,20,decision,132,22,0
25,P1,C19,159744,86016,1,0.0133,28044,28.044,2,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.26,40,NA,33,17,4
16,P10,C4,96768,221184,2.663,0.0173,81045,81.045,1,test_013.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,254,0,0
15,P11,C4,96768,221184,30.336,0.1975,62732,62.732,3,test_013.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,137,9,0
51,P2,C4,96768,221184,5.062,0.033,44062,44.062,1,test_013.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,91,0,0
7,P3,C4,96768,221184,5.062,0.033,24221,24.221,3,test_013.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,57,0,0
19,P4,C4,96768,221184,129.727,0.8447,142896,142.896,2,test_013.tif,Lymph,Malignant,1,0,IDC,Micro,0.31,20,NA,321,52,2
39,P5,C4,96768,221184,17.083,0.1112,24220,24.22,1,test_013.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,53,0,0
48,P6,C4,96768,221184,3.375,0.022,24201,24.201,3,test_013.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,50,0,0
